location,latitude,longitude,confirmed,dead,recovered,updated
Diadema,-23.6816587,-46.6203412,118,5,None,2020-04-19 01:22:18.821461+00:00
Moerdijk,51.6601559,4.5130718,13,None,None,2020-04-19 01:41:39.919207+00:00
Divinésia,-20.9903302,-43.0048871,1,0,None,2020-04-19 01:22:18.853687+00:00
Weifang,36.706962,119.161748,44,0,44,2020-04-19 01:22:33.698233+00:00
Weihai,37.513068,122.120419,38,1,37,2020-04-19 01:22:33.698233+00:00
"Evangeline County, Louisiana",30.7821781,-92.3813621,43,0,0,2020-04-18 01:41:02.433592+00:00
"Ouachita County, Louisiana",32.4271852,-92.2236667,483,12,0,2020-04-18 01:41:02.433592+00:00
Berg en Dal,51.8181209,5.9200815,29,None,None,2020-04-19 01:41:38.084416+00:00
Franca,-20.5393335,-47.4013255,6,0,None,2020-04-19 01:22:19.437306+00:00
"Plaquemines County, Louisiana",29.3240045,-89.4742177,156,11,0,2020-04-18 01:41:02.433592+00:00
Vienne,45.525587,4.874339,147,25,71,2020-04-19 01:41:44.238183+00:00
"Oxford County, Maine",44.4906897,-70.7840564,13,0,None,2020-04-19 01:40:27.495960+00:00
"Woodford County, Kentucky",38.0721662,-84.7315563,19,0,0,2020-04-18 01:41:02.433592+00:00
"Pointe Coupee County, Louisiana",30.6102166,-91.5983959,64,5,0,2020-04-18 01:41:02.433592+00:00
Aparecida de Goiânia,-16.820257,-49.2473044,8,1,None,2020-04-19 01:22:15.180845+00:00
"Branch County, Michigan",41.8913835,-85.023346,35,2,None,2020-04-19 01:40:27.495960+00:00
Liaocheng,36.45703,115.98546,38,0,38,2020-04-19 01:22:33.698233+00:00
Texas,30.047992,-94.3357433,37,2,35,2020-04-19 01:22:33.698233+00:00
Taian,36.200252,117.087614,35,2,33,2020-04-19 01:22:33.698233+00:00
Heze,35.23375,115.480656,18,0,18,2020-04-19 01:22:33.698233+00:00
Sunshine,34.0625992,-84.0760203,16,0,16,2020-04-19 01:22:33.698233+00:00
"West Baton Rouge County, Louisiana",30.4751202,-91.3276422,86,10,0,2020-04-18 01:41:02.433592+00:00
"West Carroll Parish, Louisiana",32.7545792,-91.4821482,4,0,None,2020-04-19 01:40:27.495960+00:00
"Saginaw County, Michigan",43.4044253,-84.0167423,394,24,0,2020-04-18 01:41:02.433592+00:00
"Neshoba County, Mississippi",32.8057157,-89.1705998,55,1,0,2020-04-18 01:41:02.433592+00:00
"Camden County, Missouri",38.0322944,-92.6983868,32,1,None,2020-04-19 01:40:27.495960+00:00
Araruna,-6.5313219,-35.74031,8,0,None,2020-04-19 01:22:15.434383+00:00
Belmonte,-16.1043418,-39.2720904,2,1,None,2020-04-19 01:22:16.269505+00:00
Eldorado,-24.5269334,-48.1082112,1,1,None,2020-04-19 01:22:18.951443+00:00
Embu das Artes,-23.6515085,-46.8521864,57,3,None,2020-04-19 01:22:18.962726+00:00
Itu,-23.2639992,-47.2996733,6,0,None,2020-04-19 01:22:22.676408+00:00
Jerônimo Monteiro,-20.7812123,-41.3930563,1,0,None,2020-04-19 01:22:23.028171+00:00
Mendes,-22.5254843,-43.7311768,1,0,None,2020-04-19 01:22:24.199476+00:00
Tefé,-3.3685833,-64.7198702,3,1,None,2020-04-19 01:22:29.538232+00:00
Fuzhou,26.074478,119.296482,72,1,71,2020-04-19 01:22:33.698233+00:00
Yantai,37.464539,121.447852,47,0,47,2020-04-19 01:22:33.698233+00:00
"Madison County, New York",42.9805975,-75.8069082,117,5,0,2020-04-18 01:41:02.433592+00:00
"Guernsey County, Ohio",40.0731129,-81.4278984,10,0,None,2020-04-19 01:40:27.495960+00:00
"Delaware County, Oklahoma",36.4263135,-94.8105955,76,4,None,2020-04-17 01:40:29.788163+00:00
"Mercer County, Kentucky",37.8258603,-84.8984775,9,0,None,2020-04-19 01:40:27.495960+00:00
"Richmond County, Virginia",37.9175609,-76.7105632,8,0,None,2020-04-19 01:40:27.495960+00:00
"Staunton County, Virginia",38.149576,-79.0716958,5,0,0,2020-04-18 01:41:02.433592+00:00
"Caldwell County, Kentucky",37.1501019,-87.8942451,11,0,None,2020-04-19 01:40:27.495960+00:00
"Perry County, Kentucky",37.3160706,-83.2077645,4,0,None,2020-04-19 01:40:27.495960+00:00
Aisne,49.4769199,3.4417368,794,168,355,2020-04-19 01:41:44.222869+00:00
"Washington County, Maine",44.9849315,-67.6776835,2,0,None,2020-04-19 01:40:27.495960+00:00
São José do Rio Preto,-20.8127806,-49.3764444,70,4,None,2020-04-19 01:22:28.789449+00:00
Vitória da Conquista,-14.8619237,-40.8445346,18,1,None,2020-04-19 01:22:30.580602+00:00
Putian,25.454084,119.007777,56,0,56,2020-04-19 01:22:33.698233+00:00
"Hidalgo County, Texas",26.4656319,-98.2212979,242,3,None,2020-04-17 01:40:29.788163+00:00
Cabo Frio,-22.8915403,-42.0354315,8,0,None,2020-04-19 01:22:16.810526+00:00
Itamaraju,-17.0389098,-39.529653,1,0,None,2020-04-19 01:22:22.316511+00:00
Mogi Mirim,-22.4231568,-46.9582504,1,0,None,2020-04-19 01:22:24.319016+00:00
"Houston County, Georgia",32.4219655,-83.634843,164,10,None,2020-04-19 01:40:27.495960+00:00
"Kankakee County, Illinois",41.1790977,-87.7763333,272,12,0,2020-04-18 01:41:02.433592+00:00
"Keokuk County, Iowa",41.3397063,-92.2236667,4,0,0,2020-04-18 01:41:02.433592+00:00
Nossa Senhora do Socorro,-10.8530908,-37.127133,1,0,None,2020-04-19 01:22:24.754904+00:00
"St. Mary's County, Maryland",38.4421648,-76.7439767,119,4,0,2020-04-18 01:41:02.433592+00:00
"Putnam County, Indiana",39.690997,-86.8220341,50,4,0,2020-04-18 01:41:02.433592+00:00
"Talbot County, Maryland",38.7803973,-76.1319953,16,1,0,2020-04-18 01:41:02.433592+00:00
"Clare County, Michigan",44.0565054,-84.8567932,8,1,0,2020-04-18 01:41:02.433592+00:00
"Wapello County, Iowa",41.0148894,-92.3813621,7,0,0,2020-04-18 01:41:02.433592+00:00
"Lapeer County, Michigan",43.0482433,-83.1649001,141,18,0,2020-04-18 01:41:02.433592+00:00
"Lenawee County, Michigan",41.8433859,-84.0167423,62,0,0,2020-04-18 01:41:02.433592+00:00
"Montcalm County, Michigan",43.3057341,-85.1894045,24,1,None,2020-04-19 01:40:27.495960+00:00
"Dakota County, Nebraska",42.4040965,-96.5356449,22,0,None,2020-04-17 01:40:29.788163+00:00
"Monroe County, New York",43.2841246,-77.7452081,1008,62,0,2020-04-18 01:41:02.433592+00:00
"Mecklenburg County, North Carolina",35.2632655,-80.8543847,1153,24,0,2020-04-18 01:41:02.433592+00:00
"Nash County, North Carolina",35.9597948,-77.973865,53,1,0,2020-04-18 01:41:02.433592+00:00
"Williams County, North Dakota",48.432044,-103.2923954,10,0,0,2020-04-18 01:41:02.433592+00:00
"Grady County, Oklahoma",35.0472662,-97.87216,19,1,None,2020-04-17 01:40:29.788163+00:00
"Blount County, Tennessee",35.6710541,-83.8473015,46,3,None,2020-04-19 01:40:27.495960+00:00
"Dyer County, Tennessee",36.0445248,-89.436391,24,0,None,2020-04-19 01:40:27.495960+00:00
"Fayette County, Tennessee",35.1257427,-89.4742177,44,1,None,2020-04-19 01:40:27.495960+00:00
"Knox County, Tennessee",35.9874629,-83.9419784,194,4,None,2020-04-19 01:40:27.495960+00:00
"Washington County, Texas",30.2352956,-96.365157,50,4,0,2020-04-18 01:41:02.433592+00:00
"Garfield County, Utah",37.8400344,-111.2845025,1,0,None,2020-04-19 01:40:27.495960+00:00
"Oconto County, Wisconsin",44.8332991,-88.0118473,4,0,None,2020-04-19 01:40:27.495960+00:00
"Suffolk County, Virginia",36.7282054,-76.5835621,81,0,0,2020-04-18 01:41:02.433592+00:00
Boekel,51.6028789,5.6743158,31,None,None,2020-04-19 01:41:38.238031+00:00
Hérault,43.5912356,3.2583626,721,90,464,2020-04-19 01:41:44.200376+00:00
Caeté,-19.8852042,-43.6623819,1,0,None,2020-04-19 01:22:16.933360+00:00
Macedônia,-20.1442244,-50.1984238,0,0,None,2020-04-19 01:22:23.710994+00:00
Maracanaú,-3.8674127,-38.6261113,58,4,None,2020-04-19 01:22:23.887579+00:00
"Gove County, Kansas",38.9271279,-100.5296115,1,0,None,2020-04-19 01:40:27.495960+00:00
Dois Irmãos,-29.5898407,-51.0853913,2,0,None,2020-04-19 01:22:18.874920+00:00
"Newaygo County, Michigan",43.5593582,-85.7666645,7,0,None,2020-04-19 01:40:27.495960+00:00
"Blue Earth County, Minnesota",43.9505132,-93.9878427,23,0,None,2020-04-19 01:40:27.495960+00:00
"McLeod County, Minnesota",44.8440016,-94.315422,3,0,0,2020-04-18 01:41:02.433592+00:00
"Chippewa County, Michigan",46.3117082,-84.5932094,1,1,None,2020-04-17 01:40:29.788163+00:00
Volta Redonda,-22.4871853,-44.0770134,147,6,None,2020-04-19 01:22:30.649277+00:00
Shuangyashan,46.646508,131.159133,52,3,49,2020-04-19 01:22:33.698233+00:00
Hedong district,39.128291,117.251586,15,1,14,2020-04-19 01:22:33.698233+00:00
"Alcorn County, Mississippi",34.8984684,-88.5951751,7,0,None,2020-04-19 01:40:27.495960+00:00
Hebei,37.8956594,114.9042208,12,0,12,2020-04-19 01:22:33.698233+00:00
Aracaju,-10.9472468,-37.0730823,44,4,None,2020-04-19 01:22:15.259413+00:00
"Northampton County, Pennsylvania",40.7749283,-75.294569,1396,29,0,2020-04-18 01:41:02.433592+00:00
Beichen District,39.224791,117.135488,6,0,6,2020-04-19 01:22:33.698233+00:00
Marechal Cândido Rondon,-24.5641645,-54.0591904,2,0,None,2020-04-19 01:22:23.931513+00:00
"Iron County, Utah",37.7854715,-113.1918021,17,0,None,2020-04-19 01:40:27.495960+00:00
"Kalkaska County, Michigan",44.6674445,-85.023346,17,2,None,2020-04-19 01:40:27.495960+00:00
"Lunenburg County, Virginia",36.9261435,-78.2476146,3,0,None,2020-04-19 01:40:27.495960+00:00
"Luce County, Michigan",46.5827512,-85.513329,1,0,None,2020-04-19 01:40:27.495960+00:00
"Waukesha County, Wisconsin",43.0072599,-88.3239309,259,11,0,2020-04-18 01:41:02.433592+00:00
"Chisago County, Minnesota",45.524828,-92.9550305,7,1,None,2020-04-19 01:40:27.495960+00:00
"Taylor County, West Virginia",39.3417635,-79.9640339,5,0,None,2020-04-19 01:40:27.495960+00:00
"Walworth County, Wisconsin",42.6202834,-88.556531,89,4,0,2020-04-18 01:41:02.433592+00:00
"Washington County, Wisconsin",43.3932586,-88.2461183,82,3,0,2020-04-18 01:41:02.433592+00:00
Acará,-1.9541955,-48.1989348,1,0,None,2020-04-19 01:22:14.663677+00:00
Camanducaia,-22.753817,-46.1419896,2,0,None,2020-04-19 01:22:17.032706+00:00
Conselheiro Lafaiete,-20.6639305,-43.7850227,1,0,None,2020-04-19 01:22:18.501922+00:00
Cornélio Procópio,-23.1794735,-50.6474867,1,0,None,2020-04-19 01:22:18.534439+00:00
Coromandel,-18.478613,-47.1978807,2,0,None,2020-04-19 01:22:18.545160+00:00
Curitiba,-25.4808762,-49.3044253,335,8,None,2020-04-19 01:22:18.742229+00:00
Itanhandu,-22.2947551,-44.9371417,3,0,None,2020-04-19 01:22:22.327182+00:00
Itanhaém,-24.1833368,-46.7880892,4,0,None,2020-04-19 01:22:22.338005+00:00
Nankai district,39.138202,117.150738,6,0,6,2020-04-19 01:22:33.698233+00:00
"Douglas County, Kansas",38.9107835,-95.2684437,43,0,0,2020-04-18 01:41:02.433592+00:00
"Cecil County, Maryland",39.5739403,-75.946324,131,3,0,2020-04-18 01:41:02.433592+00:00
"Gratiot County, Michigan",43.2836505,-84.6897495,7,0,None,2020-04-19 01:40:27.495960+00:00
"Muskegon County, Michigan",43.2831969,-86.7416374,136,5,0,2020-04-18 01:41:02.433592+00:00
"Carlton County, Minnesota",46.5619247,-92.6847226,34,0,0,2020-04-18 01:41:02.433592+00:00
"Carver County, Minnesota",44.825431,-93.7841503,14,0,None,2020-04-19 01:40:27.495960+00:00
"Kandiyohi County, Minnesota",45.1144552,-95.0155836,2,0,None,2020-04-19 01:40:27.495960+00:00
"Newton County, Mississippi",32.4440058,-89.1705998,21,0,0,2020-04-18 01:41:02.433592+00:00
"Pearl River County, Mississippi",30.8034081,-89.6251646,119,10,0,2020-04-18 01:41:02.433592+00:00
"Merrimack County, New Hampshire",43.2844846,-71.6673352,92,0,0,2020-04-18 01:41:02.433592+00:00
"New York City County, New York",40.7127753,-74.0059728,135572,13202,0,2020-04-18 01:41:02.433592+00:00
"Person County, North Carolina",36.3528221,-78.9288242,16,0,0,2020-04-18 01:41:02.433592+00:00
"Warren County, North Carolina",36.4352131,-78.0195387,3,0,None,2020-04-19 01:40:27.495960+00:00
"Matthews County, Virginia",37.3912302,-76.317414,3,0,None,2020-04-19 01:40:27.495960+00:00
"Roanoke County, Virginia",37.2467123,-80.1205256,20,0,None,2020-04-19 01:40:27.495960+00:00
Val-d'Oise,49.0615901,2.1581351,2707,450,1350,2020-04-19 01:41:44.244584+00:00
Itapajé,-3.6844587,-39.5850292,1,0,None,2020-04-19 01:22:22.348807+00:00
Monte Mor,-22.9488184,-47.313161,1,0,None,2020-04-19 01:22:24.416870+00:00
Morro Agudo,-20.7305771,-48.0540652,2,0,None,2020-04-19 01:22:24.493572+00:00
"Erie County, Ohio",41.4349882,-82.4752757,27,1,0,2020-04-18 01:41:02.433592+00:00
"Choctaw County, Mississippi",33.3914427,-89.2847251,11,1,None,2020-04-19 01:40:27.495960+00:00
"Bremer County, Iowa",42.761082,-92.3813621,26,0,0,2020-04-18 01:41:02.433592+00:00
"Butler County, Kentucky",37.2086395,-86.7013894,62,2,0,2020-04-18 01:41:02.433592+00:00
Cachoeira Paulista,-22.6630151,-45.0070755,3,0,None,2020-04-19 01:22:16.844255+00:00
"Union County, Indiana",39.6637751,-84.8984775,6,0,None,2020-04-19 01:40:27.495960+00:00
"Hancock County, Georgia",33.2882621,-83.0361376,6,0,None,2020-04-19 01:40:27.495960+00:00
"Columbia County, Washington",46.2775138,-117.814262,1,0,None,2020-04-19 01:40:27.495960+00:00
Vazante,-17.9964768,-46.9053064,2,0,None,2020-04-19 01:22:30.349047+00:00
Smallingerland,53.1277287,6.0793452,7,None,None,2020-04-19 01:41:40.731467+00:00
"Finney County, Kansas",38.0625252,-100.8903099,31,1,0,2020-04-18 01:41:02.433592+00:00
"Linn County, Kansas",38.1339574,-94.8105955,6,0,None,2020-04-17 01:40:29.788163+00:00
"Doniphan County, Kansas",39.8245628,-95.1849219,1,0,None,2020-04-19 01:40:27.495960+00:00
"Orleans County, Louisiana",29.9510658,-90.0715323,5953,324,0,2020-04-18 01:41:02.433592+00:00
"Big Stone County, Minnesota",45.4932045,-96.4724,1,0,None,2020-04-19 01:40:27.495960+00:00
"Clay County, Minnesota",46.878186,-96.4257589,48,2,0,2020-04-18 01:41:02.433592+00:00
"Hennepin County, Minnesota",45.0208911,-93.5094574,875,69,0,2020-04-18 01:41:02.433592+00:00
"Mower County, Minnesota",43.6824988,-92.6983868,26,0,0,2020-04-18 01:41:02.433592+00:00
"St. Louis County, Minnesota",47.7395106,-92.3623921,46,8,0,2020-04-18 01:41:02.433592+00:00
"Adams County, Mississippi",31.5305353,-91.2891036,73,5,None,2020-04-19 01:40:27.495960+00:00
"Grenada County, Mississippi",33.7516314,-89.8130356,19,0,0,2020-04-18 01:41:02.433592+00:00
"Quitman County, Mississippi",34.2863303,-90.2620042,13,0,None,2020-04-19 01:40:27.495960+00:00
"Strafford County, New Hampshire",43.238329,-71.0236044,92,0,0,2020-04-18 01:41:02.433592+00:00
"Wayne County, North Carolina",35.3565499,-77.973865,378,4,0,2020-04-18 01:41:02.433592+00:00
"Tuscola County, Michigan",43.5301144,-83.5070203,59,11,0,2020-04-18 01:41:02.433592+00:00
Quintana Roo,19.1817393,-88.4791376,280,31,38,2020-04-19 01:41:33.760198+00:00
Bergen (L.),51.579024,6.0774236,6,None,None,2020-04-19 01:41:38.106769+00:00
Rijswijk,52.0376977,4.3219738,21,None,None,2020-04-19 01:41:40.519522+00:00
Tarn-et-Garonne,44.0126679,1.2891036,43,3,26,2020-04-19 01:41:44.239725+00:00
Capela,-10.5102117,-37.0530033,1,0,None,2020-04-19 01:22:17.568852+00:00
Votorantim,-23.540286,-47.4445978,4,1,None,2020-04-19 01:22:30.660454+00:00
Águas Mornas,-27.743632,-48.9202828,1,0,None,2020-04-19 01:22:30.739533+00:00
Ninghe District,39.330087,117.826724,4,0,4,2020-04-19 01:22:33.698233+00:00
Blumenau,-26.9165792,-49.0717331,75,0,None,2020-04-19 01:22:16.391787+00:00
Hexi District,39.109563,117.223371,4,0,4,2020-04-19 01:22:33.698233+00:00
Wuqing,39.384119,117.044387,2,0,2,2020-04-19 01:22:33.698233+00:00
RedBridge Area,51.5772954,0.0452637,2,0,2,2020-04-19 01:22:33.698233+00:00
Al Shamly,27.1411084,40.4720004,1,0,0,2020-04-19 01:22:50.545550+00:00
"Coffey County, Kansas",38.2570639,-95.8142885,46,6,0,2020-04-18 01:41:02.433592+00:00
Boituva,-23.2959258,-47.6802852,5,0,None,2020-04-19 01:22:16.458387+00:00
Bujaru,-1.5182508,-48.0370694,1,0,None,2020-04-19 01:22:16.766181+00:00
Cabo de Santo Agostinho,-8.2794398,-35.0304219,21,10,None,2020-04-19 01:22:16.821472+00:00
Sabya,17.1547981,42.6268969,2,0,0,2020-04-19 01:22:50.556286+00:00
"Jasper County, Illinois",39.0554965,-88.0900762,7,1,0,2020-04-18 01:41:02.433592+00:00
"Murray County, Minnesota",44.0243398,-95.8142885,3,0,0,2020-04-18 01:41:02.433592+00:00
"Ramsey County, Minnesota",44.9963986,-93.0615978,192,9,0,2020-04-18 01:41:02.433592+00:00
"Highland County, Ohio",39.2228606,-83.5070203,7,0,None,2020-04-19 01:40:27.495960+00:00
Baarle-Nassau,51.4451366,4.9295231,1,None,None,2020-04-19 01:41:37.992800+00:00
Guaxupé,-21.30817,-46.7165409,1,0,None,2020-04-19 01:22:20.011374+00:00
Morungaba,-22.8796216,-46.7938462,4,0,None,2020-04-19 01:22:24.525929+00:00
Dongli District,39.086569,117.314323,4,0,4,2020-04-19 01:22:33.698233+00:00
"Beltrami County, Minnesota",48.0370038,-94.8289239,5,0,None,2020-04-19 01:40:27.495960+00:00
"Carroll County, Mississippi",33.5279848,-89.9253233,10,1,None,2020-04-19 01:40:27.495960+00:00
Contenda,-25.6793029,-49.5355225,1,0,None,2020-04-19 01:22:18.523687+00:00
Nanjing,32.060255,118.796877,93,0,93,2020-04-19 01:22:33.698233+00:00
Dianópolis,-11.6260113,-46.8201549,1,0,None,2020-04-19 01:22:18.832159+00:00
"Dakota County, Minnesota",44.731554,-93.1779659,113,5,0,2020-04-18 01:41:02.433592+00:00
Xuzhou,34.205768,117.284124,79,0,79,2020-04-19 01:22:33.698233+00:00
"Warren County, Mississippi",32.3989469,-90.7913227,18,1,0,2020-04-18 01:41:02.433592+00:00
"Tyrrell County, North Carolina",35.8925537,-76.1783739,4,0,None,2020-04-19 01:40:27.495960+00:00
Abaíra,-13.2782057,-41.7407394,1,0,None,2020-04-19 01:22:14.618525+00:00
Bela Vista de Goiás,-16.9725565,-48.9550267,1,0,None,2020-04-19 01:22:16.236960+00:00
"Jefferson County, Washington",47.7424541,-123.3040062,28,0,None,2020-04-19 01:40:27.495960+00:00
"Grant County, West Virginia",39.1042079,-79.1548533,1,0,None,2020-04-19 01:40:27.495960+00:00
"Fulton County, Indiana",41.0204161,-86.2970998,5,0,0,2020-04-18 01:41:02.433592+00:00
Nicolau Vergueiro,-28.5371016,-52.4643698,1,0,None,2020-04-19 01:22:24.711884+00:00
Goianésia do Pará,-3.839985,-49.1008557,1,0,None,2020-04-19 01:22:19.667806+00:00
Itapebi,-15.9692844,-39.532111,5,0,None,2020-04-19 01:22:22.359514+00:00
Vitória de Santo Antão,-8.1286072,-35.2979382,15,4,None,2020-04-19 01:22:30.592224+00:00
Tsunan District,37.0142594,138.6524856,2,0,2,2020-04-19 01:22:33.698233+00:00
"Greene County, Georgia",33.5186591,-83.1649001,42,1,0,2020-04-18 01:41:02.433592+00:00
"Gwinnett County, Georgia",33.9190653,-84.0167423,1050,36,0,2020-04-18 01:41:02.433592+00:00
"Lincoln County, Georgia",33.7875101,-82.4319405,9,0,None,2020-04-19 01:40:27.495960+00:00
"Piatt County, Illinois",40.0543526,-88.556531,7,0,None,2020-04-19 01:40:27.495960+00:00
"Ripley County, Indiana",39.0986811,-85.2308414,80,3,0,2020-04-18 01:41:02.433592+00:00
"Miami County, Kansas",38.6381689,-94.8105955,4,0,None,2020-04-19 01:40:27.495960+00:00
"Menifee County, Kentucky",37.9335368,-83.634843,3,0,None,2020-04-19 01:40:27.495960+00:00
"Scott County, Minnesota",44.6834072,-93.5407909,23,1,None,2020-04-19 01:40:27.495960+00:00
"Greene County, Mississippi",31.1646163,-88.7108964,3,0,None,2020-04-19 01:40:27.495960+00:00
"Harrison County, Mississippi",30.432087,-89.0179332,144,5,0,2020-04-18 01:41:02.433592+00:00
"Itawamba County, Mississippi",34.2317882,-88.4016041,21,1,0,2020-04-18 01:41:02.433592+00:00
"Rockingham County, New Hampshire",42.9931261,-71.0497768,466,1,0,2020-04-18 01:41:02.433592+00:00
Suzhou,31.298974,120.585289,87,0,87,2020-04-19 01:22:33.698233+00:00
"Franklin County, Ohio",40.0154745,-82.9931607,1403,27,0,2020-04-18 01:41:02.433592+00:00
Bom Despacho,-19.7406544,-45.254096,1,0,None,2020-04-19 01:22:16.480575+00:00
Conde,-7.2608241,-34.9077879,1,0,None,2020-04-19 01:22:18.468852+00:00
"Jackson County, Ohio",39.0060382,-82.6483442,4,0,0,2020-04-18 01:41:02.433592+00:00
"Craig County, Oklahoma",36.7571907,-95.1432068,7,0,None,2020-04-19 01:40:27.495960+00:00
Cáceres,-16.0671623,-57.6827286,2,1,None,2020-04-19 01:22:18.787968+00:00
"Klickitat County, Washington",45.888824,-120.9711029,16,3,None,2020-04-19 01:40:27.495960+00:00
Extremoz,-5.7059334,-35.3032689,5,0,None,2020-04-19 01:22:19.183181+00:00
Goioerê,-24.1860226,-53.0276879,3,0,None,2020-04-19 01:22:19.701575+00:00
Raposa,-2.4358675,-44.0865232,4,0,None,2020-04-19 01:22:26.716785+00:00
"Allen County, Indiana",41.0932622,-85.023346,293,16,0,2020-04-18 01:41:02.433592+00:00
"Somerset County, Maine",45.5913402,-69.9999212,15,0,None,2020-04-19 01:40:27.495960+00:00
Barneveld,52.1401901,5.5841509,14,None,None,2020-04-19 01:41:38.026284+00:00
Beberibe,-4.1828656,-38.1300007,5,0,None,2020-04-19 01:22:16.215330+00:00
Birigui,-21.2915055,-50.3436312,6,0,None,2020-04-19 01:22:16.380757+00:00
Marechal Deodoro,-9.7669574,-35.8510861,5,1,None,2020-04-19 01:22:23.942539+00:00
"Pontotoc County, Mississippi",34.2382446,-89.0179332,17,2,None,2020-04-19 01:40:27.495960+00:00
Zhangjiakou,40.767544,114.886335,41,0,41,2020-04-19 01:22:33.698233+00:00
"Grant County, Indiana",40.4730605,-85.684578,55,2,0,2020-04-18 01:41:02.433592+00:00
Picos,-7.077626,-41.4674341,1,0,None,2020-04-19 01:22:25.862351+00:00
"Spencer County, Indiana",37.9832621,-87.0224442,4,0,None,2020-04-19 01:40:27.495960+00:00
Aracruz,-19.8187781,-40.2736361,8,0,None,2020-04-19 01:22:15.303858+00:00
Baoding,38.874434,115.464589,32,0,32,2020-04-19 01:22:33.698233+00:00
"Peoria County, Illinois",40.7156396,-89.7755338,37,2,0,2020-04-18 01:41:02.433592+00:00
"Ohio County, Indiana",38.9417259,-84.9609464,1,0,None,2020-04-19 01:40:27.495960+00:00
Joinville,-26.2834213,-48.8452269,86,2,None,2020-04-19 01:22:23.072778+00:00
"Whitley County, Indiana",41.1136133,-85.520024,15,1,0,2020-04-18 01:41:02.433592+00:00
"Dearborn County, Indiana",39.1713075,-84.981754,65,5,0,2020-04-18 01:41:02.433592+00:00
"Crawford County, Michigan",44.6524316,-84.6897495,26,2,0,2020-04-18 01:41:02.433592+00:00
"Hamilton County, Iowa",42.4141275,-93.6623239,2,0,None,2020-04-19 01:40:27.495960+00:00
"Delta County, Michigan",45.7124142,-86.9844175,12,1,0,2020-04-18 01:41:02.433592+00:00
"Claiborne County, Mississippi",31.9438205,-90.9438468,8,0,None,2020-04-19 01:40:27.495960+00:00
"Hinds County, Mississippi",32.2648353,-90.3748354,325,5,0,2020-04-18 01:41:02.433592+00:00
"Madison County, Mississippi",32.6729459,-90.0373201,127,3,0,2020-04-18 01:41:02.433592+00:00
"Duval County, Texas",27.7525271,-98.5721016,1,0,None,2020-04-19 01:40:27.495960+00:00
"Dunklin County, Missouri",36.2364268,-90.055447,19,2,0,2020-04-18 01:41:02.433592+00:00
"Gasconade County, Missouri",38.4335915,-91.4821482,2,0,None,2020-04-19 01:40:27.495960+00:00
"Jasper County, Missouri",37.1745565,-94.356513,28,0,0,2020-04-18 01:41:02.433592+00:00
"Morgan County, Missouri",38.3661344,-92.8577105,2,0,None,2020-04-19 01:40:27.495960+00:00
"Middlesex County, New Jersey",40.4111363,-74.3587473,7624,313,0,2020-04-18 01:41:02.433592+00:00
"Bates County, Missouri",38.3216754,-94.315422,6,1,None,2020-04-19 01:40:27.495960+00:00
"Johnston County, Oklahoma",34.2855117,-96.6210611,3,0,None,2020-04-17 01:40:29.788163+00:00
"Frio County, Texas",28.831355,-99.1013498,1,0,None,2020-04-19 01:40:27.495960+00:00
"Gillespie County, Texas",30.314993,-98.9245343,2,0,None,2020-04-17 01:40:29.788163+00:00
"Emporia city, Virginia",36.6859829,-77.5424809,7,0,None,2020-04-19 01:40:27.495960+00:00
Somme,49.914518,2.2707095,859,145,361,2020-04-19 01:41:44.242918+00:00
"Armstrong County, Texas",34.937162,-101.4339148,1,0,None,2020-04-19 01:40:27.495960+00:00
Araguaína,-7.1927733,-48.204827,5,0,None,2020-04-19 01:22:15.335684+00:00
Dias d'Ávila,-12.6191964,-38.2929948,1,0,None,2020-04-19 01:22:18.842973+00:00
Gaspar,-26.9340955,-48.9539069,5,1,None,2020-04-19 01:22:19.590808+00:00
"Bartholomew County, Indiana",39.206801,-85.8895551,131,6,0,2020-04-18 01:41:02.433592+00:00
Monte Azul,-15.1523098,-42.8716883,1,0,None,2020-04-19 01:22:24.395174+00:00
Pederneiras,-22.3503151,-48.7802253,1,0,None,2020-04-19 01:22:25.710298+00:00
Yangzhou,32.394209,119.412939,23,0,23,2020-04-19 01:22:33.698233+00:00
Itaguara,-20.3861211,-44.4771596,1,0,None,2020-04-19 01:22:22.207026+00:00
Suqian,33.963232,118.275198,13,0,13,2020-04-19 01:22:33.698233+00:00
São Miguel do Guamá,-1.6142426,-47.481566,2,1,None,2020-04-19 01:22:29.113012+00:00
Yancheng,33.347316,120.16366,27,0,27,2020-04-19 01:22:33.698233+00:00
"Lee County, Iowa",40.7068663,-91.443469,3,0,None,2020-04-19 01:40:27.495960+00:00
Tangshan,39.630867,118.180193,58,1,57,2020-04-19 01:22:33.698233+00:00
"Republic County, Kansas",39.807989,-97.6982272,4,0,None,2020-04-19 01:40:27.495960+00:00
Baarn,52.2131825,5.2864096,10,None,None,2020-04-19 01:41:38.003993+00:00
Acopiara,-6.0949221,-39.45993,2,0,None,2020-04-19 01:22:14.674364+00:00
Ajuricaba,-28.2392869,-53.7705587,1,0,None,2020-04-19 01:22:14.761308+00:00
Schiedam,51.9169599,4.3988186,35,None,None,2020-04-19 01:41:40.631868+00:00
Zhenjiang,32.187849,119.425836,12,0,12,2020-04-19 01:22:33.698233+00:00
"Stone County, Mississippi",30.8013069,-89.1705998,17,0,None,2020-04-19 01:40:27.495960+00:00
